职位名称,关键词,薪水,城市,公司名称,技能要求,工作经验,招聘类型,产业链环节,获取时间,职位详情
数据建模工程师,"数据开发,数据分析",10-12K,上海,上海诺悦智能科技有限公司,"Python,SQL,pandas",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、负责公司机器学习及相关数据建模工作；
2、优化现有产品的功能和体验细节 ；
3、对现有平台进行性能优化 ；
4、能够进行需求分析并进行对应的功能设计；
岗位要求：
1、本科及以上学历，计算机、软件工程、信息管理等相关专业；
2、大数据开发、服务器端开发经验，熟练使用python，pandas和SQL；
3、有数据库建模经验，SQL性能优化经验 ；
4、有扎实的技术功底，能读懂python主流框架源码 ；
5、具有一定的机器学习实践与理论基础，熟练使用sklearn等机器学习库，熟悉机器学习建模流程；"
大数据工程师,"数据开发,数据分析",11-20K,深圳,富士康工业互联网股份有限公司,"数据仓库,数据分析,数据库",经验不限,社招,数据中心其他,2023/1/6,"1.熟悉hadoop,hive,hbase搭建与优化
2.掌握Java或Scala语言
3.熟悉Spark,Kylin等工具"
大数据工程师,"数据开发,数据分析",18-35K,深圳,深圳市名竹科技有限公司,"Python,HIVE,Flink",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、深入理解业务，对业务服务流程进行清晰、合理的抽象和建模，保障高质高效的数据服务及底层数据架构的稳定性、扩展性等；
2、构建离线和实时大数据架构体系，制定标准和规范，确保得到有效的执行；
3、优化系统架构，提升服务的性能和稳定性，提升研发质量和效率；
岗位要求：
1、计算机或相关专业本科以上学历，至少3年以上数据开发实际工作经验，且对大数据行业和技术发展有思考和见解；
2、熟悉hadoop/hive/flink/ES等大数据生态技术栈，具备良好的数据敏感度，具备海量数据开发和调优的能力；
3、负责过大型数据平台和数据仓库设计，具有扎实的大数据和数据仓库的理论功底；
4、熟悉Java、Python等开发语言中的一种或几种；
5、思维逻辑清晰，良好的自驱力、沟通能力和解决问题能力。"
大数据工程师,"数据开发,数据分析",28-55K,深圳,深圳云天励飞技术股份有限公司,"Python,Spark",经验不限,社招,数据中心其他,2023/1/6,"工作职责
1.参与海量数据预处理与分析；
2.在大数据场景中，快速实现各种机器学习模型；
3.输出机器学习模型相关研究成果（包括给出可解释报告）。
任职资格
1.有利用机器学习模型（KMeans，GMM和 SVM等）开发项目的经验；
2.快速编程能力（Python，Scala 或C++等）；
3.熟悉服务器各种基本操作，包括服务器资源分配与管理；
4.有深度学习模型研究经验者优先。"
大数据/数据开发,"数据开发,数据分析",12-24K,上海,上海西樵软件有限公司,"SQL,Spark,Hadoop",经验不限,社招,数据中心其他,2023/1/6,"职位描述：
1、本科及以上学历
2、3年以上Oracle数据库开发和维护经验，熟悉数据库结构的设计和优化，存储过程的设计、开发和调试；熟悉数据挖掘技术；
3、熟悉基本linux操作命令；
4、有数据分析经验
5、有良好的沟通能力，能适应工作压力。
优先条件：
1、有Oracle OCP证书者优先考虑；
2、有保险金融项目经验优先考虑。
工作职责:
1. 负责大数据清洗、储存，处理，分析等场景的开发；
2. 支撑用户数据分析、用户画像、推荐系统等系统的研发；
3. 完成业务数据ETL流程处理，并确保数据质量；
任职资格:
1. 基于Hadoop的大数据体系有深入认识，具备相关产品项目应用研发经验
2. 精通SQL和Spark处理方法； 熟悉Linux/Unix开发环境，具有一定shell脚本编写能力；
3. 必须具有一线coding的能力具有较强的内外沟通能力良好的团队意识和协作精神；
4. 有大型数据技术公司从业者优先；
5. 有过大数据平台或数据仓库设计经验的优先；
3年及以上开发工作经验；
熟悉代码管理系统，如 GIT, SVN 等；
精通Java、JavaEE
熟知并数量运用Spring boot,Spring cloud，mybatis,shiro,Spring task,nacos,lombok,swagger,redis，Jason API开发
精通SQL语言，能熟练运用oracle，关系型数据库，熟悉常用的数据库优化策略，对数据库优化有自己的理解；
技术基础扎实，熟悉常用数据结构，算法，设计模式；
有较的自我驱动力，有较强的学习和解决问题的能力，对代码质量有精益求精的追求
适应敏捷开发和多变的需求环境，能快速了解用户的需求
拥有良好的沟通能力、团队合作精神，负责开发组的技术指导工作
能独立进行需求分析、原型设计，有需求、设计经验者优先
能高效完成项目经理分配的工作任务"
医疗数据工程师,"数据开发,数据分析",7-12K,杭州,杭州龙腾信息技术有限公司,"Java,Hbase,大数据,Hadoop",经验不限,社招,数据中心其他,2023/1/6,"医疗数据分析、集成和接口开发
1、精通SQLServer、Oracle、MySql，了解Hbase、OceaBase等数据库
2、熟悉Hadoop、计算机硬件、网络、信息安全等技术
3、了解JAVA、HTML、TOMCAT等开发技术
4 、良好的的沟通协调能力，良好的文档编制能力
5、良好的学习和技术专研能力，具全面发展的自我意愿
6、强烈的的用户导向和服务意识
7、本科学历，计算机、通信等相关专业，具相关工作经验"
数据研发工程师,"数据开发,数据分析",6-8K,南昌,江西电信信息产业有限公司,"数据仓库,ETL,数据治理",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、负责各类数据的业务理解和需求分析；
2、负责数据模型设计，包括业务数据主题规划、标准体系制定、逻辑模型与物理模型设计等；
3、负责数据ETL开发，对上游数据治理，包括抽取、清洗、处理、比对、打标、加载等；
4、对应用进行数据能力输出；
岗位要求：
1、全日制本科及以上学历，计算机相关专业；
2、熟练掌握SQL语言查询技能，掌握R/Python等任意一种统计分析语言或工具，能够编写程序对数据质量进行探查，并进行可视化展示；
3、有Hadoop/Storm/HIVE/Hbase开发能力，对分布式计算、数据仓库理论有深刻理解；
4、熟悉Linux常规命令与工具，至少熟练使用Shell、Python、Perl等脚本语言之一。"
高级数据工程师,"数据开发,数据分析",20-40K,杭州,杭州阿里巴巴网络科技有限公司,"SQL,Java,MapReduce,大数据,BI",经验不限,社招,数据中心其他,2023/1/6,"团队介绍：
我们是阿里巴巴新零售事业群-ICBU技术部-用户增长团队，负责ICBU全站用户增长，用户运营和会员体系等买家侧相关业务。基于B类用户生命周期特性，通过数据化平台化的能力建设，支撑全站各端和各个行业化业务用户规模高质量增长，精细化运营及体系化成长，构建专业化的用户成长&运营域产品技术体系，赋能外贸B类业务高速发展。我们是一支年轻开放的团队，倡导“增长黑客”极客氛围，在这里你将收获超大规模高并发的架构能力，洞悉用户增长最前沿的实践方法，在数字化时代具备最核心的竞争力。
岗位描述：
1) 负责alibaba.com用户增长领域整体数据建设，是阿里集团全球化战略的主力军。
2) 负责大数据智能分析引擎架构设计和研发，通过数据洞察和运营赋能不断提高全球买家卖家的用户体验和服务能力。
3) 基于阿里丰富场景及大数据能力，规划设计面向数据化用户增长方向的数据智能解决方案和智能
岗位要求：
1) 本科以上学历，3年以上数据研发经验，有买家、流量相关业务数据产品研发经验者优先。
2) 具备扎实的编码基础，熟练掌握Java、SQL语言能力，有系统分层和建模经验以及统计学、数据科学、机器学习等领域知识者优先。
3) 做过实时/离线计算，熟悉常规的计算中间件，熟悉线上采集/计算/应用流程的实现方案。
4) 通过优化系统和挖掘数据，提升过线上业务效果，有用户画像、生命周期的业务经验者优先。
5) 有跨团队合作经验、电商类工作经历、能够英语交流能力者优先。
杭州/北京 都可。"
大数据工程师,"数据开发,数据分析",14-28K,杭州,西湖大学,"Java,Python,C++,计算机相关专业,数学/统计相关专业,大数据开发经验",经验不限,社招,数据中心其他,2023/1/6,"岗位职责:
1.维护与管理实验室开发的生物信息学软件;
2.协助团队成员开发生物信息学软件,数据库和网络应用工具;
3.协助团队成员进行数据搜集和质控;
4.为团队成员提供计算机技术支持。
任职要求:
1.本科及以上学历,具有计算机科学等相关专业背景者优先;
2.具备扎实的计算机编程能力,至少熟练掌握一种编译语言能力(如C/C++) ;
3.品行端正、有责任感、办事条理清晰、有团队合作精神;
4.经验不限/全职。"
数据整合工程师,"数据开发,数据分析",6-11K,上海,上海玺玥信息科技有限公司,"SQL,HIVE,Hadoop",经验不限,社招,数据中心其他,2023/1/6,"职位基本信息：基于oracle, hive等开发sql, 存储过程, 实现数据仓库,数据集市的指标和模型.
能力要求：公司处于发展增长期，数据整合是长期重点业务，公司欢迎有理想，愿行动，有/无经验的同仁加入。
公司会为行业新人准备三年的职业规划，共同成长，长期发展。"
时序数据库工程师,"数据开发,数据分析",15-30K,北京,云智慧（北京）科技有限公司,"Flink,Java,Spark",经验不限,社招,数据中心其他,2023/1/6,"研发工程师（分布式存储方向，本岗位可接受应届毕业生）
你将面临巨大的挑战，也将获取踏上时代技术浪潮的大船，形成技术影响力，造就职业辉煌。
此岗位为云智慧-清华大学软件学院智能运维实验室联合培养岗位，在这里你可以同时参与企业、高校高质量算法设计、顶级开源项目实践和企业海量数据真实需求。
【在这里，你的工作内容】：
1.与团队一起研究追踪智能运维领域热点问题和行业最新科研进展；
2.在具体研究领域-时序数据存储、计算方向深入研究，布局未来5-10的独特价值职业生涯，
3.参与基于开源的时序数据库 Apache IoTDB 的产品研发，涉及存储、计算引擎开发、生态集成。
4.与时序数据预测、异常检测等算法研究团队一起设计基于Apache IoTBD引擎的算子平台。
5.负责所研发技术、产品的落地实施。
【我们希望你】：
    1. 精通Java/Scala/Go编程；
    2. 精通常用数据结构和算法应用，具备良好的、精益求精的设计思维。
    3. 熟悉 HBase/LevelDB/RocksDB 等主流 NoSQL 数据库, InfluxDB、OpenTSDB、等时序数据库，深入理解其实现原理和架构优势劣势；
    4. 有开源社区经验，Flink/Spark/Druid/OpenTSDB/InfluxDB/IoTDB等社区的Committer/PMC者优先；
    5. 要具备良好的团队协作能力，良好的沟通表达能力，和对正确事情持之以恒的韧性和耐力。
    6. 如果你已经参加过工作，我们希望你拥有的专业知识和经验与工作年限相符。
     7. 如果你是应届生，我们希望你有良好的编程基础和具备良好的团队协作能力，良好的沟通表达能力，和对正确事情持之以恒的韧性和耐力。"
数据工程师助理,"数据开发,数据分析",5-7K,石家庄,河北超选企业管理有限公司,SQL,经验不限,社招,数据中心其他,2023/1/6,"一、岗位职责：
1、数据仓库、数据集市、关系型数据库的数据模型设计。
2、SQL后台数据处理开发及维护；
3、对当前业务处理进行数据库优化及SQL优化；
4、参与数据仓库ETL流程设计、开发和优化，解决ETL过程相关技术问题；
5、总结数据仓库建模的方法，负责数据产品平台化和系统化。"
大数据开发,"数据开发,数据分析",13-25K,广州,德勤企业咨询（上海）有限公司,"Hive,Spark,Hadoop,Steaming",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1. 运用大数据生态技术，构建、开发、维护和优化大数据存储、计算和分析系统，解决海量数据存储、计算和分析问题;
2. 负责海量数据分析/查询、离线计算、流媒体/实时计算等相关数据服务的开发与实现；
任职要求：
1.本科以上学历，至少三年IT咨询或相关工作经验
2.扎实的软件开发生命周期和系统设计知识；
3.熟悉CDP相关技能与经验，如Spark/Hadoop/Hive/Steaming
4.粤语、英语至少掌握其一，可做日常沟通"
数据模型开发,"数据开发,数据分析",11-22K,北京,北京和鸿盈科技术有限公司,"SQL,Spark,Hive,Hadoop,Kafka,Flume",经验不限,社招,数据中心其他,2023/1/6,"岗位：数据-模型开发 监管合规数据集市
岗位职责：
1、根据需求处理数据加工逻辑。
2、编写开发Hivesql及SparkSQL脚本处理报表数据。
3、核对监管数据
能力要求：
1.在项目中能带领项目小组根据项目计划开展相关工作
2.熟悉企业级数据集市或数据仓库建设思路，熟练使用标准SQL语言、数据建模工具
3.熟悉银行业务知识， 包括个人业务、对公业务、资金业务等
4.熟悉监管报送相关事项，包括但不限于1104、EAST等
学信网本科以上学历  计算机/金融专业
工作内容：
                1、模型开发；
                2、熟练使用标准SQL语言；
                3、数据建模工具"
大数据讲师,"数据开发,数据分析",4-8K,平顶山,河南桃普教育科技有限公司,"Scala,Spark,Hadoop,Kafka,MapReduce,Flume,HIVE,Streaming",经验不限,社招,数据中心其他,2023/1/6,"1、计算机相关专业，1-3年以上大数据开发或运维经验，编程基础扎实，熟悉算法和数据结构；
2、熟练 Python、Scala、R等语言中的一种优先考虑；
3、熟练Hadoop、Hive、Spark、MapReduce、Flume、Kafka、Streaming、Flink中的一种或多种，有实际使用经验和项目经历；
4、熟练SQL语言，熟悉MySQL、Oracle等关系型数据库；Redis、MongoDB、HBase等NOSQL数据库；精通数据仓库技术，熟练使用常用的ETL工具。
5、熟练掌握大数据处理、分析常用算法，有数据分析和建模经验；熟练使用MatLib等工具。
6、良好的学习能力和团队协作能力。"
大数据专家,"数据开发,数据分析",24-45K,北京,北京白鲸开源信息科技有限公司,"DataX,HIVE,Hadoop,Kerberos,Informatica,Powercenter,Datastage",经验不限,社招,数据中心其他,2023/1/6,"可远程办公
经验不限，学历不限  25K - 60K  16薪
职位描述
1、参与数据集成平台的架构设计与研发；
2、开发和维护分布式数据同步产品；
3、保障系统可用性、稳定性和可扩展性。
岗位需求
1、深入理解分布式系统原理，例如 CAP、分布式一致性协议、高可用策略、分布式应用编程等；
2、计算机理论基础扎实，如对操作系统原理等需要有比较深入的理解；
3、具备数据库迁移、同步、集成等中间件开发经验者优先；
4、熟悉 Airbyte/Flink CDC/Canal/Datax/Flume 等开源中间件等数据集成等相关技术者更佳, 对 Fivetran 等商业数据集成产品熟悉更佳；
5、具备良好的团队协作能力、语言表达能力，有责任心；
6、有开源社区贡献优先。"
大数据开发,"数据开发,数据分析",11-22K,长沙,杭州广立微电子股份有限公司,"大数据开发,客户现场",经验不限,社招,数据中心其他,2023/1/6,"1.负责公司大数据产品、项目的后台研发，参与大数据的运维保障工作；
2.参与大数据相关的算法和模型分析实现；
3.参与大数据的数据治理和数据处理相关java开发工作。
4.负责技术预研，产品设计以及文档编写等工作；
任职资格：
1、统招本科及以上学历应届毕业生，计算机、软件工程师及其他理工类专业；
2、热爱计算机科学和互联网技术，优秀的编码能力，乐于快速学习和尝试新技术、新工具；
3、对开源大数据系统有相关经验者优先，包括但不限于Hadoop/Spark/Hive/Flink/Kafka/Kylin/ClickHouse 等；
4、对数据敏感，掌握量化分析方法，善于从数据中发现问题者优先；
5、具备良好的分析问题和解决问题的能力，有较强的责任心，具有良好的学习、沟通能力，注重团队合作，有创新精神。"
大数据开发,"数据开发,数据分析",20-40K,上海,天翼云科技有限公司,"数据开发,大数据,性能优化,运维",经验不限,社招,数据中心其他,2023/1/6,"团队处于扩建状态中，工作氛围好，环境像在上大学一样，希望各位大神过来带我们飞吧，一起研发建设大数据PaaS平台。
【工作职责】
1、负责大数据基础平台的组件研发与性能优化；
2、负责大数据PaaS平台、资源调度等容器相关服务的平台研发及应用研发；
3、负责大规模数据集群的运维平台开发，包括大规模Hadoop集群的自动化、可视化、一体化部署、运维运营等；
4、 负责大数据开发项目；
【任职要求】
1.2 干活积极主动，诚实守信；
3、有扎实的Java语言基础，熟悉Linux系统，能够熟练使用shell/python/ansible脚本处理工具，具备成熟的调优经验；
4、对大数据相关组件如HDFS、YARN、Ambari 、Spark、Hbase、Flink、Hive，Kafka等2至3种组件的架构与底层实现有一定理解；有开源社区参与经验、Kubernetes集群运维经验及相关的源码开发经验优先；
有意向请发送内推邮箱"
大数据讲师,"数据开发,数据分析",10-15K,福州,北京新大陆时代科技有限公司,"Spark,Java,Shell,SQL,Kettle,HIVE,Hadoop,MapReduce",经验不限,社招,数据中心其他,2023/1/6,"【岗位职责】
1、搭建、优化、完善大数据教材和教学资源库。
2、研究探索大数据领域的新技术，并将研究成果落地。
3、与产品经理密切沟通，完善公司教学教材和相关设计。
4、参与大数据领域的专业师资建设工作。
【任职要求】
1、本科及以上学历，数据科学和大数据技术、计算机科学与技术等相关专业，拥有大数据一线工作经验或教学编辑相关经验优先。
2、有大数据教育产品研发相关经验优先。
3、熟悉大数据项目周期全流程，并对大数据技术（Hadoop、spark、hive、flink等）有一定的研究。熟悉关系型数据库和非关系型数据库。
4、良好的文字功底，具备一定的编辑能力。
5、良好的情绪管理能力，具备优秀的沟通能力。
6、工作细致踏实，有耐心和责任心，热爱教育事业。
【公司福利】
1、极具行业竞争型性薪资水平，定期调薪
2、各类奖金：年底奖金、绩效奖金、优秀员工奖金、优秀团队奖金
3、福利活动：五险一金、年度免费体检、过节费、团队建设活动、生日贺礼
4、 职业发展：纵向及横向的职业发展空间，内部轮岗机会
5、各类补贴：班车/交通补贴、电脑补贴、通讯补贴
6、作息假期：双休、五天制，法定假日按照国家规定休息，年假
7、 员工关爱：员工食堂、班车接送上下班（专业司机）（福州）
8、办公环境：干净整洁，温馨舒适，绿化率50%，茶歇零食无限量供应
9、团队氛围：8090，年轻团队，积极向上，激情四射，关系和谐，圆桌文化。"
数据研发专家,"数据开发,数据分析",20-40K,杭州,支付宝（杭州）信息技术有限公司,"数据仓库,数据挖掘,ETL,数据开发,数据架构师,数据采集,数据治理",经验不限,社招,数据中心其他,2023/1/6,"级别P5~P7，给自己团队招聘，流程高效！
级别P5~P7，给自己团队招聘，流程高效！
级别P5~P7，给自己团队招聘，流程高效！
职位描述
1、负责蚂蚁金服国际数据体系的建设，通过数据+算法+工程化能力，处理和萃取数据特征以及上层的数据运营、数据决策的体系建设；
2、参与大数据基础架构、产品技术的规划建设，包括数据采集平台、数据资产、数据产品、数据质量及稳定性保障体系建设。
职位要求
1、有从事分布式数据存储与计算平台应用开发经验，熟悉Hadoop生态相关技术并有相关开发经验，有Spark/Flink的开发经验尤佳；
2、较为丰富的数据平台的架构经验，精通数据建模理念和实战能力；有较为系统的海量数据性能处理经验，在数据产品和应用一定的成功经验；
3、具备较扎实的理论基础和工程能力，具备一定的JAVA、Python语言的开发能力，具备机器学习算法能力尤佳；
4、良好的思维逻辑性、语言表达能力；有较好英语口语能力尤佳。"
大数据讲师,"数据开发,数据分析",9-14K,郑州,北京打造前程互联网教育科技有限公司河南分公司,"Java,Python,HIVE,Hadoop,Spark,SQL",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、承担大数据方向专业课程和实训阶段项目授课与辅导；
2、带领实训阶段学生按照项目规范和流程进行项目设计；
3、通过教学中的积累，对所授课程进行改进，参与完成教学相关的文档编写工作 （教学ppt，教案文档、教学手册等内容)
4、负责大数据课程相关及行业主流技术的研发工作，并能将其转化为授课内容进行讲授。
5、带领就业阶段的学生，进行异地就业完成技术支持和就业指导工作
职业技能要求：
1、具备扎实的java语言功底；了解Shell/Python至少一种脚本语言；
2、熟悉Linux系统的操作和运维；
3、精通SQL语言，熟悉MySQL等关系型数据库；
4、掌握Hadoop和Hive的安装和使用
5、有授课经验者优先"
大数据开发,"数据开发,数据分析",20-40K,宁波,上海乐宣信息科技有限公司,"SQL,理工科",经验不限,社招,数据中心其他,2023/1/6,"1、负责数据需求调研和需求分析，实现对数据的统计、分析，保证数据质量；
2、能和团队成员顺利沟通，按时高质量交付。
3、负责接口规范制定，技术文档编写，确保项目进度和质量；
4、负责集市架构设计、ETL流程的优化及解决ETL相关技术问题；
要求
1、原则上30周岁及以下，全日制一本及以上学历 ，理工类专业；
2、具备2年以上数据集市开发经验，具有金融行业软件开发经验者优先考虑，有风险数据集市从业经验或者服务经验者优先；
3、逻辑思维能力强，对数据敏感，有较强学习能力和创新思维，具备较强的责任心及沟通能力，团队写作能力；
4、熟练掌握SQL或者HQL，具备一定的SQL技术调优能力，至少熟悉Hadoop、Teradata、Oracle、DB2、Impala、Spark其中一种，有 Teradata、Impala开发经验优先；
5、熟悉Linux操作系统及常用指令，熟练使用shell编程。"
数据处理专员,"数据开发,数据分析",10-15K,深圳,深圳市排排网投资管理股份有限公司,"Python,SQL",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、达成数据部制订的任务目标
2、主要负责对应私募官网、信托、期货及券商等网站的数据收集、维护及开发对接项目
3、通过八爪鱼及软件程序自动获取数据，实现数据的自动化快速清洗
4、开拓除净值以外的数据点，配合业务需求，拓展资金方所需其它数据点的自动化获取及维护
5、配合质检人员做好异常数据的处理
6、完成公司及领导交办的其他事项
任职要求：
能够综合运用SQL、python、八爪鱼等工具按要求完成数据采集、处理、分析、质检等工作
具备私募基金基础知识，有私募基金相关从业经历优先"
大数据教研,"数据开发,数据分析",7-10K,北京,北京西普阳光科技股份有限公司,"HIVE,Spark,Hadoop,Hbase,Zookeeper",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1.根据公司战略和客户需求，协助产品确定教学产品和教研方向的课程研发。
2.整合教研内外部资源，设计大数据课程体系、教学大纲、资源开发和灌装管理。
3.组织团队制定教研计划、任务执行并监督落实，积极培养并提升教研人员能力。
4.负责协助产品经理对学校提出的产品课程中的问题以及负责帮助学员解决学习过程中的问题。
5.配合产品、前端部门的宣传工作，赛事活动、直播课等；
6.教研过程中的其他临时工作。
任职要求：
1.熟悉常见大数据技术Hadoop、Spark、Flink及生态体系。
2.掌握Java、Scala、Python一门以上语言编程。
3.泛IT类培训行业、高校工科专业相关工作经历优先。
4.具有大数据课程体系建设、课程大纲梳理、课程资源研发经验优先。
5.熟悉机器学习常用算法、了解人工智能知识体系者优先。
6.有较强的资源整合能力，文笔能力强；
7.能够快速学习和理解不同专业领域的知识。"
数据库工程师,"数据开发,数据分析",8-13K,济南,山东彩友吧大数据有限公司,大数据开发经验,经验不限,社招,数据中心其他,2023/1/6,"1.能够熟练使用各种SQL语言实现数据库操作；
2.掌握数据库技术的基本概念、原理、方法和技术；
3.具备数据库系统安装、配置及数据库管理与维护的基本技能；
4.掌握数据库管理与维护的基本方法；
5.掌握数据库性能优化的基本方法；
6.了解数据库应用系统的生命周期及其设计、开发过程；"
数据开发岗,"数据开发,数据分析",15-25K,杭州,杭州鱼水相融科技有限公司,"ETL开发经验,计算机相关专业,大数据开发经验",经验不限,社招,数据中心其他,2023/1/6,"1．负责数据类BI应用系统数据ETL开发、接口开发、存储过程代码编写、可视化页面开发等工作；
2．负责数据类集市（客户集市、指标标签集市）工作的开发工作；
3. 参与数据口径分析、数据结构设计。基础要求：
1、本科及以上学历，计算机、金融、大数据类等相关专业优先；
2．熟悉关系数据库的分析与设计，具备较强数据库设计和优化能力，熟练使用主流数据库，熟悉阿里云组件的优先考虑；
3. 数据仓库架构和设计开发经验，熟悉数据仓库建模理论、分层思想、ETL架构设计与开发；
4．对数据采集及集成、数据建模、数据开发、数据资产管理、数据分析等大数据处理领域有实战经验；
5.熟悉银行业务，至少对存款、贷款、卡、理财、资金等基础业务知识；
6．精通SQL，精通存储过程开发，有SQL编写和调优能力；
7、学习能力强、责任心强、有良好的沟通能力，能接受较大的工作强度。"
大数据讲师,"数据开发,数据分析",120-150元/时,上海,上海锐格软件有限公司,"Java,Spark,Hbase,计算机相关专业,大数据开发经验,数仓建设经验",经验不限,社招,数据中心其他,2023/1/6,"工作日期：周二四五
工作时间：不限
结算方式：周结
工作内容：
到上海或苏州高校帮助讲大数据课程，包括hadoop、spark和数据仓库
工作要求：
有过大数据相关上课经历；
时间灵活."
数据开发专家,"数据开发,数据分析",30-40K,杭州,阿里云计算有限公司,"数据仓库,SQL,Java,Python,分布式技术,Hadoop,Spark,项目管理",经验不限,社招,数据中心其他,2023/1/6,"数据智能产品事业部，负责推进云与产业互联网战略，依托大数据计算、人工智能等技术创新打造“产业智能”相关的数据智能产品，探索用户与产业的创新互动，帮助客户挖掘数据价值，助力交通、安全、金融、农业、工业、医疗、零售等产业的数字化升级，切实提升客户的生产力和工作效率，将数据和算法能力转化为各个行业的商业价值。
团队介绍
我们团队是“城市大脑”中的大安全团队，是城市安全的建设者和守护者，“让城市更安全，生活更美好”是我们的理想和追求。我们是最早的探索和建设“城市大脑”这一理念的团队，主要负责泛安全行业的智能产品研发，继承阿里“数据中台”理念，提升业务智能能力和创造实战价值。城市的运转每时每刻都在产生数据，大安全行业研发团队通过这些数据的智能挖掘、分析识别出城市风险隐患并在风险发生前提供智能方案，提供安全行业的预警预防预测能力产品。
岗位描述：
1. 负责项目大数据解决方案设计，通过阿里公有云或者专有云为行业客户提供最优的超大规模数据采集、接入、计算、管理技术实施方案；
2. 针对实际大安全场景的数据与业务述求，采集并整理需求说明书，根据开发规范和数据模型设计实现数据开发任务；
3. 与应用开发或者产品团队协作，负责产品技术对接方案把控，进行数据联调工作，部署数据任务，完成交付工作；
4. 在客户现场发现并解决数据质量问题，推动客户整体数据质量提升；
5. 负责产品交付体系化建设，包括通过项目实践持续沉淀最佳实践、提升组织的项目管理能力，不断完善项目交付流程，实现规范化，体系化运作。
职位描述
1. 三年以上数据开发经验，熟练使用标准SQL语言，熟悉Python、Java开发语言优先；
2. 熟悉数据仓库架构和数据治理，熟悉开源hadoop/hive分布式大数据处理平台，熟悉MapReduce/spark等开发框架及常见问题处理；
3. 熟练掌握storm、Flink或spark流计算开发技术，熟悉hbase和MPP数据库，有实时数据应用开发经验；
4. 具备大数据技术架构能力，能对技术方案进行把控，具备跨组织进行技术对接能力；
5. 需要具备很强的责任心，做事细致严谨，同时需要具备较强的沟通和快速学习能力，并对大数据和人工智能领域技术持续探索；
6. 对公安、交通、互联网、物联网、政府部门等行业数据应用有经验者优先；
7. 能够接受出差。"
大数据开发,"数据开发,数据分析",9-14K,保定,瀚瑞科技（天津）有限公司,"Shell,大数据开发经验",经验不限,社招,数据中心其他,2023/1/6,"工作内容：
中站区智慧城市项目中，于项目现场从事数据实施相关工作
任职要求：
元数据管理、数据质量控制的实施流程，能够熟练使用各主流关系型数据库mysql\oracle\sqlserver等，对HDFS\HIVE有一定的掌握，熟练使用python、shell脚本开发"
数据库工程师,"数据开发,数据分析",4-9K,长春,北京资采信息技术有限公司,"SQL,Shell,Kettle,Datastage,Python,R语言",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1. 负责日常统计分析工作；
2. 负责数据清洗、加工以及加工模型标签；
3. 负责数据库日常运行情况监控以及优化工作；
任职资格：
1. 本科及以上学历；计算机、软件相关专业优先录用；
2. 熟悉oracle、mysql、gp数据库，具有良好的SQL语言技能，精通存储过程、函数；
3. 熟悉LINUX、UNIX操作系统；
4. 对数据治理、数据管理、数据应用有一定认识；
5. 具有良好的沟通能力和团队精神，有较强的学习能力；
6. 工作地点：长春市；"
数据开发工程师,"数据开发,数据分析",12-17K,深圳,深圳市信成医疗科技有限公司,"ETL,Kettle",经验不限,社招,数据中心其他,2023/1/6,"岗位职责（本岗位需要出差）
1.从医院各个业务中心抽取数据，搭建数据仓库项目实施的全流程；
2.负责医院内部大数据、数据仓库和数据集项目的开发及管理；
3.负责数据平台的性能分析与系统优化，不断提升系统运行效率；
4.完成领导安排的其他任务；
任职要求
1.计算机相关专业，3年以上数据仓库开发经验；
2.精通SQL、ORACLE、MySQL等数据库编程，熟悉存储过程开发；
3.使用hive/Flink/Hadoop /mongodb /mysql等平台分析内部及外部数据，配合业务团队进行定量定性分析，把数据转化为业务增值信息；
4.熟练数据仓库技术（或类似数据技术），熟悉数据仓库和数据建模，熟悉星形数据模型、CUBE原理、OLAP分析、ETL原理、元数据管理；
5.能够熟练掌握kettel 等ETL工具；
6.熟悉医院互联互通，HIMSS、电子病历分级、HL7.IHE标准，有过评级经验者优先；
7.良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
8.有良好的沟通表达能力，做事认真细心。
---为什么加入信成---
1、除了工作，我们也关心您的生活，公司全员实行弹性工作制，让生活和工作达到有效平衡；
2、我们珍惜人才，为您提供高于行业内同岗位的综合薪资；
3、所有岗位入职即购买五险一金，部分岗位转正后享受六险一金；
4、我们拥有5-15天带薪年假以及法定带薪节假日、婚假、生育假、陪产假；
5、我们关注您的健康，每年定期进行年度体检；
6、公司按部门设有项目奖金、专岗补贴、定期评选优秀员工；
7、能我们关注人才成长，专岗定期针对各项能力提升开展培训，帮助你全方位成长；
8、除了不间断的饮料/零食/下午茶，还有员工生日会、聚餐、旅游等活动在等着你；
9、团队氛围超好，快点加入我们，亲身感受舒适的办公氛围吧！
加入我们吧，你值得更懂你的职业发展平台。"
